N,Serie,Skewness_2,Kurtosis,Alfa,Beta
2048,5,0.02529415956512146,-0.7154871777031566,1.47385070220384,-1.9999484335870208
2048,6,0.17694266227304534,-1.0770031138953766,1.4931967661804195,-2.009138838841518
2048,7,0.13366213492462833,-0.7857520834745579,1.5058994030240194,-2.250275033861912
2048,8,0.017465325051368805,-1.0038929047327567,1.4076160698887648,-1.9211490700075669
2048,9,0.19606244505898396,-0.665994454756409,1.469359782991623,-1.9497340535568883
2048,10,2.2944040723096824,1.4700448681866876,1.4791392121837654,-2.0692992823685024
4096,1,0.635674614112834,-0.24607442277346703,1.4673194861573626,-1.7355809198053407
4096,2,0.35749571486354814,-0.44771485241736864,1.485616427263241,-2.183121022516618
4096,3,0.11410396701084949,-0.8199597364596012,1.5086734543090838,-2.154112160294476
4096,4,0.0007141899215424229,-0.49757621816058695,1.500755974262544,-1.9738264381611133
4096,5,0.6520710425596836,-0.14089030206186548,1.4827222692334034,-1.6516655453359104
4096,6,0.16521308101861257,-0.7123389952421273,1.4479172597115315,-1.8460895018930303
4096,7,0.1562769616216661,-1.2741240261669027,1.4749061570183946,-1.9840888635660314
4096,8,0.0008259556151913507,-0.827649917153805,1.5880104163838966,-1.941544285421054
4096,9,0.02985013513825778,-0.27978064774348566,1.486606500171361,-2.028335933886341
4096,10,0.46265735280790016,-0.6740869270588385,1.5451129488011004,-2.0233023362456395
8192,1,0.12026103893031401,-0.5997221477750818,1.5116406774111297,-1.7970060395854246
8192,2,0.005581159233118974,-0.9912523351605094,1.4771235787089019,-2.135398132914565
8192,3,0.380135930480738,-1.0090809766759865,1.4778289679144059,-2.2987481585106675
8192,4,0.40300010874634595,-0.618544710572329,1.5307633274332022,-2.0351313711229295
8192,5,0.33993178565930554,-0.5316051949759579,1.5335636177060448,-2.219237965575503
8192,6,0.021224623217136043,-1.3284578713001247,1.485117095423238,-1.981412591306334
8192,7,0.3660061717381539,0.5766436311115659,1.4708510440071276,-2.2539341088216833
8192,8,0.22478659176156018,-0.8975431345198914,1.4713693191935648,-2.239205835623332
8192,9,0.0759044304057485,-0.3691993852184785,1.5161816382341597,-1.7795440662399182
8192,10,0.21603764934298078,0.658628646111763,1.4999982766187443,-2.0452228556116108
